Lat	Lon	Area_ha	S	N	min_DBH_cm	Tree_def	Notes	Numerical_ID	Plot_ID	Dataset	Ref_short	Ref_long
4.08	-52.67	1	177	600	10	trees and palms	NA	453	NOU-22	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.27	-52.92	6.25	320	4675	10	trees and palms	NA	454	PAB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.27	-52.92	25	419	16210	10	trees and palms	NA	455	PAB-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.94	-71.28	1	178	919	10	trees and palms	NA	456	PAK-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.97	-71.27	1	204	1163	10	trees and palms	NA	457	PAK-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	99	296	10	trees and palms	NA	458	PAR-20	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	107	291	10	trees and palms	NA	459	PAR-21	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	94	275	10	trees and palms	NA	460	PAR-22	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	94	264	10	trees and palms	NA	461	PAR-23	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	103	279	10	trees and palms	NA	462	PAR-24	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	145	513	10	trees and palms	NA	463	PAR-25	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	75	324	10	trees and palms	NA	464	PAR-26	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	96	266	10	trees and palms	NA	465	PAR-27	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	113	357	10	trees and palms	NA	466	PAR-28	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.28	-52.92	0.49	119	348	10	trees and palms	NA	467	PAR-29	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-0.45	-77.03	1	200	653	10	trees and palms	NA	468	PAY-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.65	-68.74	0.1	47	89	10	trees and palms	NA	469	PBS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.66	-68.75	0.1	36	73	10	trees and palms	NA	470	PBS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.73	-68.78	0.1	40	61	10	trees and palms	NA	471	PBS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.72	-68.81	0.1	46	124	10	trees and palms	NA	472	PBS-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.32	-50.74	1	36	1008	10	trees and palms	NA	473	PEA-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.38	-50.89	1	21	1579	10	trees and palms	NA	474	PEA-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.42	-50.71	1	29	1278	10	trees and palms	NA	475	PEA-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.9	-50.75	1	33	966	10	trees and palms	NA	476	PEA-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.92	-50.71	1	34	922	10	trees and palms	NA	477	PEA-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.48	-50.9	1	11	472	10	trees and palms	NA	478	PEA-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.54	-50.74	1	11	426	10	trees and palms	NA	479	PEA-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
2	-66.63	0.1	25	90	10	trees and palms	NA	480	PGP-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.02	-58.62	1	82	513	10	trees and palms	NA	481	PIB-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.01	-58.62	1	89	576	10	trees and palms	NA	482	PIB-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.03	-58.6	1	103	451	10	trees and palms	NA	483	PIB-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.34	-75.25	1	183	628	10	trees and palms	NA	484	PNY-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.35	-75.25	1	168	616	10	trees and palms	NA	485	PNY-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.36	-75.25	1	135	503	10	trees and palms	NA	486	PNY-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.35	-75.26	1	199	566	10	trees and palms	NA	487	PNY-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.82	-68.77	1	189	767	10	trees and palms	NA	488	POR-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.8	-68.77	1	188	762	10	trees and palms	NA	489	POR-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.18	-47.32	1	148	499	10	trees and palms	NA	490	PPB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.18	-47.32	1	180	583	10	trees and palms	NA	491	PPB-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.18	-47.32	1	147	549	10	trees and palms	NA	492	PPB-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.11	-67.74	1	97	500	10	trees and palms	NA	493	PTA-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.84	-67.45	1	84	436	10	trees and palms	NA	494	PTA-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.11	-67.74	1	105	593	10	trees and palms	NA	495	PTA-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.84	-67.45	1	69	383	10	trees and palms	NA	496	PTA-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.84	-67.45	1	52	365	10	trees and palms	NA	497	PTA-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.78	-67.46	1	72	504	10	trees and palms	NA	498	PTA-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.78	-67.46	1	67	478	10	trees and palms	NA	499	PTA-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.08	-67.67	0.1	45	125	10	trees and palms	NA	500	PTA-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.17	-56.41	1	199	509	10	trees and palms	NA	501	PTB-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.48	-56.39	1	203	588	10	trees and palms	NA	502	PTB-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
6.12	-74.67	1	127	673	10	trees and palms	NA	503	PTN-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.83	-73.32	0.5	16	411	10	trees and palms	NA	504	QUI-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
8.33	-74.91	0.1	52	84	10	trees and palms	NA	505	RAY-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11	-61.95	1	157	560	10	trees and palms	NA	506	RBR-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-9.62	-74.93	1	180	595	10	trees and palms	NA	507	RCS-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.91	-73.82	0.5	51	260	10	trees and palms	NA	508	REQ-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.88	-73.79	0.5	37	237	10	trees and palms	NA	509	REQ-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.81	-73.82	0.5	45	205	10	trees and palms	NA	510	REQ-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.87	-73.65	0.5	57	307	10	trees and palms	NA	511	REQ-13	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.97	-65.72	1	130	816	10	trees and palms	NA	512	RET-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.97	-65.72	1	129	742	10	trees and palms	NA	513	RET-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.97	-65.72	1	111	713	10	trees and palms	NA	514	RET-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-10.97	-65.72	1	112	628	10	trees and palms	NA	515	RET-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.01	-73.45	0.04	19	23	10	trees and palms	NA	516	RFE-34	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.01	-73.45	0.04	26	33	10	trees and palms	NA	517	RFE-35	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.01	-73.45	0.04	25	27	10	trees and palms	NA	518	RFE-36	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.01	-73.45	0.04	25	27	10	trees and palms	NA	519	RFE-37	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-9.75	-67.67	1	148	472	10	trees and palms	NA	520	RFH-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.61	-73.3	0.04	18	21	10	trees and palms	NA	521	RGE-15	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.61	-73.3	0.04	19	25	10	trees and palms	NA	522	RGE-16	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.61	-73.3	0.04	12	17	10	trees and palms	NA	523	RGE-17	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.51	-72.04	0.04	15	20	10	trees and palms	NA	524	RHA-26	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.51	-72.04	0.04	17	19	10	trees and palms	NA	525	RHA-27	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.51	-72.04	0.04	16	20	10	trees and palms	NA	526	RHA-28	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.51	-72.04	0.04	27	35	10	trees and palms	NA	527	RHA-29	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
8.11	-61.69	0.25	58	193	10	trees and palms	NA	528	RIO-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
8.11	-61.69	0.25	68	219	10	trees and palms	NA	529	RIO-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.6	-72.9	0.04	17	23	10	trees and palms	NA	530	RMA-22	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.6	-72.9	0.04	18	22	10	trees and palms	NA	531	RMA-23	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.6	-72.9	0.04	19	26	10	trees and palms	NA	532	RMA-24	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.6	-72.9	0.04	23	29	10	trees and palms	NA	533	RMA-25	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.89	-73.48	0.0625	26	37	10	trees and palms	NA	534	RMI-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.89	-73.48	0.0625	35	54	10	trees and palms	NA	535	RMI-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.89	-73.48	0.0625	27	31	10	trees and palms	NA	536	RMI-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.89	-73.48	0.0625	30	42	10	trees and palms	NA	537	RMI-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.9	-73.48	0.0625	18	27	10	trees and palms	NA	538	RMI-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.9	-73.48	0.0625	22	32	10	trees and palms	NA	539	RMI-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.9	-73.48	0.0625	19	29	10	trees and palms	NA	540	RMI-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.9	-73.48	0.0625	21	29	10	trees and palms	NA	541	RMI-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.9	-73.48	0.0625	24	40	10	trees and palms	NA	542	RMI-13	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.67	-73.29	0.06251	28	30	10	trees and palms	NA	543	RMO-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
